Date,Hour,Water.lever,X
1/26/2017,4,828.5,NA
1/26/2017,7,824,NA
1/26/2017,10,813,NA
1/26/2017,13,797,NA
1/26/2017,16,777.5,NA
1/26/2017,19,753,NA
1/26/2017,22,728.5,NA
1/27/2017,1,702,NA
1/27/2017,4,674,NA
1/27/2017,7,646,NA
1/27/2017,10,628,NA
1/27/2017,13,610,NA
1/27/2017,16,592.5,NA
1/27/2017,19,577,NA
1/27/2017,22,565.5,NA
1/28/2017,1,559,NA
1/28/2017,4,555,NA
1/28/2017,7,552,NA
1/28/2017,10,548,NA
1/28/2017,13,545,NA
1/28/2017,16,542,NA
1/28/2017,19,538,NA
1/28/2017,22,535,547
1/29/2017,1,532,NA
NA,4,531,NA
1/29/2017,7,530,NA
NA,10,529,NA
1/29/2017,13,528,NA
NA,16,526.5,NA
1/29/2017,19,525,529
NA,22,524,NA
1/30/2017,1,523,NA
NA,4,521.5,NA
1/30/2017,7,520,NA
NA,10,520,NA
1/30/2017,13,520,NA
NA,16,522,NA
1/30/2017,19,524,522
NA,22,523,NA
1/31/2017,1,522,NA
NA,4,520.5,NA
1/31/2017,7,519,NA
NA,10,518,NA
1/31/2017,13,517,NA
NA,16,516.5,NA
1/31/2017,19,516,519
NA,22,516,NA
2/1/2017,1,516,NA
NA,4,516,NA
2/1/2017,7,516,NA
NA,10,515,NA
2/1/2017,13,514,NA
NA,16,513.5,NA
2/1/2017,19,513,515
NA,22,513,NA
2/2/2017,1,513,NA
NA,4,513,NA
2/2/2017,7,513,NA
NA,10,515,NA
2/2/2017,13,517,NA
NA,16,518.5,NA
2/2/2017,19,520,516
NA,22,521,NA
2/3/2017,1,522,NA
NA,4,523,NA
2/3/2017,7,524,NA
NA,10,525,NA
2/3/2017,13,526,NA
NA,16,526,NA
2/3/2017,19,526,525
NA,22,533.5,NA
2/4/2017,1,541,NA
2/4/2017,4,562,NA
2/4/2017,7,580,NA
2/4/2017,10,600.5,NA
2/4/2017,13,622,NA
2/4/2017,16,646,NA
2/4/2017,19,681,NA
2/4/2017,22,711.5,NA
2/5/2017,1,736,NA
2/5/2017,4,755.5,NA
2/5/2017,7,770,NA
2/5/2017,10,786.5,NA
2/5/2017,13,796,NA
2/5/2017,16,802.5,NA
2/5/2017,19,808,NA
2/5/2017,22,813.5,NA
2/6/2017,1,818,NA
2/6/2017,4,821,NA
2/6/2017,7,824,NA
2/6/2017,10,827,NA
2/6/2017,13,830,NA
2/6/2017,16,834,NA
2/6/2017,19,837,NA
2/6/2017,22,839,829
2/7/2017,1,840,NA
2/7/2017,4,841,NA
2/7/2017,7,841,NA
2/7/2017,10,843,NA
2/7/2017,13,845,NA
2/7/2017,16,842,NA
2/7/2017,19,838,NA
2/7/2017,22,836,841
2/8/2017,1,836,NA
NA,4,836,NA
2/8/2017,7,836,NA
NA,10,834,NA
2/8/2017,13,832,NA
NA,16,829.5,NA
2/8/2017,19,827,833
NA,22,823,NA
2/9/2017,1,819,NA
NA,4,815.5,NA
2/9/2017,7,812,NA
NA,10,810.5,NA
2/9/2017,13,809,NA
NA,16,808,NA
2/9/2017,19,807,812
NA,22,804.5,NA
2/10/2017,1,802,NA
2/10/2017,4,796,NA
2/10/2017,7,789,NA
2/10/2017,10,793,NA
2/10/2017,13,800,NA
2/10/2017,16,807,NA
2/10/2017,19,813,NA
2/10/2017,22,818,802
2/11/2017,1,825,NA
2/11/2017,4,830,NA
2/11/2017,7,833,NA
2/11/2017,10,838,NA
2/11/2017,13,843,NA
2/11/2017,16,848,NA
2/11/2017,19,839,NA
2/11/2017,22,825,835
2/12/2017,1,806,NA
2/12/2017,4,785,NA
2/12/2017,7,766,NA
2/12/2017,10,744,NA
2/12/2017,13,720,NA
2/12/2017,16,698,NA
2/12/2017,19,676,NA
2/12/2017,22,657,732
2/13/2017,1,643,NA
2/13/2017,4,634,NA
2/13/2017,7,626,NA
2/13/2017,10,619,NA
2/13/2017,13,614,NA
2/13/2017,16,606,NA
2/13/2017,19,597,NA
2/13/2017,22,585,616
2/14/2017,1,577,NA
2/14/2017,4,571,NA
2/14/2017,7,561,NA
2/14/2017,10,554,NA
2/14/2017,13,549,NA
2/14/2017,16,545,NA
2/14/2017,19,545,NA
2/14/2017,22,545,556
2/15/2017,1,543,NA
NA,4,541,NA
2/15/2017,7,539,NA
NA,10,538,NA
2/15/2017,13,537,NA
NA,16,545.5,NA
2/15/2017,19,554,543
NA,22,556.5,NA
2/16/2017,1,559,NA
2/16/2017,4,552,NA
2/16/2017,7,543,NA
2/16/2017,10,540,NA
2/16/2017,13,546,NA
2/16/2017,16,550,NA
2/16/2017,19,552,NA
2/16/2017,22,555,550
2/17/2017,1,555,NA
NA,4,555,NA
2/17/2017,7,555,NA
NA,10,558.5,NA
2/17/2017,13,562,NA
NA,16,566.5,NA
2/17/2017,19,571,561
NA,22,574,NA
2/18/2017,1,577,NA
2/18/2017,4,569,NA
2/18/2017,7,560,NA
2/18/2017,10,557,NA
2/18/2017,13,562,NA
2/18/2017,16,564,NA
2/18/2017,19,568,NA
2/18/2017,22,572,566
2/19/2017,1,570,NA
2/19/2017,4,563,NA
2/19/2017,7,556,NA
2/19/2017,10,552,NA
2/19/2017,13,550,NA
2/19/2017,16,555,NA
2/19/2017,19,558,NA
2/19/2017,22,553,557
2/20/2017,1,547,NA
NA,4,543.5,NA
2/20/2017,7,540,NA
NA,10,536,NA
2/20/2017,13,532,NA
NA,16,534,NA
2/20/2017,19,536,539
NA,22,537,NA
2/21/2017,1,538,NA
2/21/2017,4,531,NA
2/21/2017,7,520,NA
2/21/2017,10,518,NA
2/21/2017,13,517,NA
2/21/2017,16,519,NA
2/21/2017,19,521,NA
2/21/2017,22,525,524
2/22/2017,1,526,NA
NA,4,526.5,NA
2/22/2017,7,527,NA
NA,10,529.5,NA
2/22/2017,13,532,NA
NA,16,535.5,NA
2/22/2017,19,539,531
NA,22,545,NA
2/23/2017,1,551,NA
2/23/2017,4,569,NA
2/23/2017,7,582,NA
2/23/2017,10,585,NA
2/23/2017,13,587,NA
2/23/2017,16,598,NA
2/23/2017,19,614,NA
2/23/2017,22,619,588
2/24/2017,1,605,NA
2/24/2017,4,589,NA
2/24/2017,7,576,NA
2/24/2017,10,569,NA
2/24/2017,13,565,NA
2/24/2017,16,567,NA
2/24/2017,19,570,NA
2/24/2017,22,568,576
2/25/2017,1,565,NA
2/25/2017,4,563,NA
2/25/2017,7,560,NA
2/25/2017,10,558,NA
2/25/2017,13,562,NA
2/25/2017,16,567,NA
2/25/2017,19,573,NA
2/25/2017,22,575,565
2/26/2017,1,578,NA
2/26/2017,4,576,NA
2/26/2017,7,571,NA
2/26/2017,10,567,NA
2/26/2017,13,564,NA
2/26/2017,16,562,NA
2/26/2017,19,560,NA
2/26/2017,22,557,567
2/27/2017,1,550,NA
2/27/2017,4,540,NA
2/27/2017,7,532,NA
2/27/2017,10,527,NA
2/27/2017,13,523,NA
2/27/2017,16,531,NA
2/27/2017,19,535,NA
2/27/2017,22,537,534
2/28/2017,1,532,NA
NA,4,529,NA
2/28/2017,7,526,NA
NA,10,523.5,NA
2/28/2017,13,521,NA
NA,16,531.5,NA
2/28/2017,19,542,530
NA,22,549.5,NA
3/1/2017,1,557,NA
3/1/2017,4,568,NA
3/1/2017,7,570,NA
3/1/2017,10,567,NA
3/1/2017,13,575,NA
3/1/2017,16,587,NA
3/1/2017,19,603,NA
3/1/2017,22,606,579
3/2/2017,1,602,NA
3/2/2017,4,595,NA
3/2/2017,7,586,NA
3/2/2017,10,578,NA
3/2/2017,13,573,NA
3/2/2017,16,569,NA
3/2/2017,19,566,NA
3/2/2017,22,561,579
3/3/2017,1,558,NA
3/3/2017,4,552,NA
3/3/2017,7,545,NA
3/3/2017,10,541,NA
3/3/2017,13,536,NA
3/3/2017,16,532,NA
3/3/2017,19,541,NA
3/3/2017,22,546,544
3/4/2017,1,543,NA
3/4/2017,4,542,NA
3/4/2017,7,541,NA
3/4/2017,10,529,NA
3/4/2017,13,523,NA
3/4/2017,16,531,NA
3/4/2017,19,536,NA
3/4/2017,22,549,537
3/5/2017,1,558,NA
3/5/2017,4,548,NA
3/5/2017,7,542,NA
3/5/2017,10,526,NA
3/5/2017,13,519,NA
3/5/2017,16,521,NA
3/5/2017,19,523,NA
3/5/2017,22,530,533
3/6/2017,1,539,NA
3/6/2017,4,524,NA
3/6/2017,7,511,NA
3/6/2017,10,501,NA
3/6/2017,13,505,NA
3/6/2017,16,521,NA
3/6/2017,19,534,NA
3/6/2017,22,539,522
3/7/2017,1,542,NA
NA,4,544,NA
3/7/2017,7,546,NA
NA,10,545,NA
3/7/2017,13,544,NA
NA,16,542.5,NA
3/7/2017,19,541,543
NA,22,543,NA
3/8/2017,1,545,NA
3/8/2017,4,548,NA
3/8/2017,7,555,NA
3/8/2017,10,551,NA
3/8/2017,13,544,NA
3/8/2017,16,550,NA
3/8/2017,19,559,NA
3/8/2017,22,567,552
3/9/2017,1,573,NA
3/9/2017,4,569,NA
3/9/2017,7,561,NA
3/9/2017,10,559,NA
3/9/2017,13,559,NA
3/9/2017,16,559,NA
3/9/2017,19,559,NA
3/9/2017,22,557,562
3/10/2017,1,554,NA
NA,4,553,NA
3/10/2017,7,552,NA
NA,10,558,NA
3/10/2017,13,564,NA
NA,16,571,NA
3/10/2017,19,578,562
NA,22,577,NA
3/11/2017,1,576,NA
NA,4,574.5,NA
3/11/2017,7,573,NA
NA,10,575.5,NA
3/11/2017,13,578,NA
NA,16,581,NA
3/11/2017,19,584,578
NA,22,580.5,NA
3/12/2017,1,577,NA
NA,4,573,NA
3/12/2017,7,569,NA
NA,10,565.5,NA
3/12/2017,13,562,NA
NA,16,558.5,NA
3/12/2017,19,555,566
NA,22,555,NA
3/13/2017,1,555,NA
NA,4,554.5,NA
3/13/2017,7,554,NA
NA,10,557,NA
3/13/2017,13,560,NA
NA,16,566.5,NA
3/13/2017,19,573,561
NA,22,580,NA
3/14/2017,1,587,NA
3/14/2017,4,589,NA
3/14/2017,7,571,NA
3/14/2017,10,565,NA
3/14/2017,13,560,NA
3/14/2017,16,557,NA
3/14/2017,19,553,NA
3/14/2017,22,551,567
3/15/2017,1,549,NA
3/15/2017,4,547,NA
3/15/2017,7,546,NA
3/15/2017,10,544,NA
3/15/2017,13,542,NA
3/15/2017,16,541,NA
3/15/2017,19,539,NA
3/15/2017,22,538,543
3/16/2017,1,543,NA
3/16/2017,4,546,NA
3/16/2017,7,548,NA
3/16/2017,10,548,NA
3/16/2017,13,550,NA
3/16/2017,16,553,NA
3/16/2017,19,555,NA
3/16/2017,22,551,549
3/17/2017,1,549,NA
NA,4,547.5,NA
3/17/2017,7,546,NA
NA,10,542.5,NA
3/17/2017,13,539,NA
NA,16,540,NA
3/17/2017,19,541,544
NA,22,546.5,NA
3/18/2017,1,552,NA
3/18/2017,4,545,NA
3/18/2017,7,540,NA
3/18/2017,10,533,NA
3/18/2017,13,538,NA
3/18/2017,16,545,NA
3/18/2017,19,553,NA
3/18/2017,22,556,545
3/19/2017,1,550,NA
3/19/2017,4,542,NA
3/19/2017,7,535,NA
3/19/2017,10,532,NA
3/19/2017,13,528,NA
3/19/2017,16,531,NA
3/19/2017,19,535,NA
3/19/2017,22,540,537
3/20/2017,1,538,NA
3/20/2017,4,536,NA
3/20/2017,7,532,NA
3/20/2017,10,530,NA
3/20/2017,13,542,NA
3/20/2017,16,563,NA
3/20/2017,19,587,NA
3/20/2017,22,595,553
3/21/2017,1,598,NA
3/21/2017,4,592,NA
3/21/2017,7,581,NA
3/21/2017,10,572,NA
3/21/2017,13,567,NA
3/21/2017,16,574,NA
3/21/2017,19,578,NA
3/21/2017,22,576,580
3/22/2017,1,572,NA
3/22/2017,4,569,NA
3/22/2017,7,564,NA
3/22/2017,10,556,NA
3/22/2017,13,561,NA
3/22/2017,16,570,NA
3/22/2017,19,580,NA
3/22/2017,22,581,569
3/23/2017,1,583,NA
3/23/2017,4,584,NA
3/23/2017,7,585,NA
3/23/2017,10,594,NA
3/23/2017,13,605,NA
3/23/2017,16,619,NA
3/23/2017,19,629,NA
3/23/2017,22,630,604
3/24/2017,1,631,NA
3/24/2017,4,618,NA
3/24/2017,7,608,NA
3/24/2017,10,604,NA
3/24/2017,13,602,NA
3/24/2017,16,605,NA
3/24/2017,19,610,NA
3/24/2017,22,613,611
3/25/2017,1,609,NA
3/25/2017,4,601,NA
3/25/2017,7,594,NA
3/25/2017,10,590,NA
3/25/2017,13,587,NA
3/25/2017,16,585,NA
3/25/2017,19,582,NA
3/25/2017,22,580,591
3/26/2017,1,577,NA
3/26/2017,4,574,NA
3/26/2017,7,571,NA
3/26/2017,10,567,NA
3/26/2017,13,565,NA
3/26/2017,16,563,NA
3/26/2017,19,562,NA
3/26/2017,22,560,567
3/27/2017,1,559,NA
3/27/2017,4,558,NA
3/27/2017,7,558,NA
3/27/2017,10,551,NA
3/27/2017,13,547,NA
3/27/2017,16,556,NA
3/27/2017,19,568,NA
3/27/2017,22,573,559
3/28/2017,1,576,NA
3/28/2017,4,567,NA
3/28/2017,7,554,NA
3/28/2017,10,551,NA
3/28/2017,13,553,NA
3/28/2017,16,556,NA
3/28/2017,19,559,NA
3/28/2017,22,561,560
3/29/2017,1,564,NA
3/29/2017,4,566,NA
3/29/2017,7,568,NA
3/29/2017,10,561,NA
3/29/2017,13,552,NA
3/29/2017,16,570,NA
3/29/2017,19,578,NA
3/29/2017,22,588,568
3/30/2017,1,582,NA
3/30/2017,4,577,NA
3/30/2017,7,575,NA
3/30/2017,10,572,NA
3/30/2017,13,576,NA
3/30/2017,16,582,NA
3/30/2017,19,587,NA
3/30/2017,22,590,580
3/31/2017,1,588,NA
3/31/2017,4,584,NA
3/31/2017,7,580,NA
3/31/2017,10,578,NA
3/31/2017,13,581,NA
3/31/2017,16,583,NA
3/31/2017,19,586,NA
3/31/2017,22,589,584
4/1/2017,1,594,NA
4/1/2017,4,590,NA
4/1/2017,7,587,NA
4/1/2017,10,593,NA
4/1/2017,13,601,NA
4/1/2017,16,610,NA
4/1/2017,19,621,NA
4/1/2017,22,626,603
4/2/2017,1,622,NA
4/2/2017,4,617,NA
4/2/2017,7,612,NA
4/2/2017,10,609,NA
4/2/2017,13,612,NA
4/2/2017,16,613,NA
4/2/2017,19,610,NA
4/2/2017,22,607,613
4/3/2017,1,604,NA
4/3/2017,4,599,NA
4/3/2017,7,595,NA
4/3/2017,10,588,NA
4/3/2017,13,583,NA
4/3/2017,16,581,NA
4/3/2017,19,586,NA
4/3/2017,22,592,591
4/4/2017,1,589,NA
4/4/2017,4,585,NA
4/4/2017,7,580,NA
4/4/2017,10,577,NA
4/4/2017,13,575,NA
4/4/2017,16,578,NA
4/4/2017,19,583,NA
4/4/2017,22,586,582
4/5/2017,1,582,NA
NA,4,579,NA
4/5/2017,7,576,NA
NA,10,574.5,NA
4/5/2017,13,573,NA
NA,16,575.5,NA
4/5/2017,19,578,577
NA,22,583,NA
4/6/2017,1,588,NA
4/6/2017,4,578,NA
4/6/2017,7,573,NA
4/6/2017,10,570,NA
4/6/2017,13,568,NA
4/6/2017,16,572,NA
4/6/2017,19,575,NA
4/6/2017,22,577,575
4/7/2017,1,574,NA
4/7/2017,4,566,NA
4/7/2017,7,560,NA
4/7/2017,10,569,NA
4/7/2017,13,575,NA
4/7/2017,16,586,NA
4/7/2017,19,599,NA
4/7/2017,22,614,580
4/8/2017,1,624,NA
4/8/2017,4,626,NA
4/8/2017,7,631,NA
4/8/2017,10,615,NA
4/8/2017,13,629,NA
4/8/2017,16,645,NA
4/8/2017,19,657,NA
4/8/2017,22,660,636
4/9/2017,1,652,NA
4/9/2017,4,636,NA
4/9/2017,7,623,NA
4/9/2017,10,618,NA
4/9/2017,13,632,NA
4/9/2017,16,643,NA
4/9/2017,19,652,NA
4/9/2017,22,659,639
4/10/2017,1,663,NA
4/10/2017,4,656,NA
4/10/2017,7,645,NA
4/10/2017,10,629,NA
4/10/2017,13,621,NA
4/10/2017,16,625,NA
4/10/2017,19,631,NA
4/10/2017,22,639,639
4/11/2017,1,636,NA
4/11/2017,4,629,NA
4/11/2017,7,612,NA
4/11/2017,10,608,NA
4/11/2017,13,620,NA
4/11/2017,16,635,NA
4/11/2017,19,646,NA
4/11/2017,22,650,630
4/12/2017,1,652,NA
4/12/2017,4,648,NA
4/12/2017,7,639,NA
4/12/2017,10,647,NA
4/12/2017,13,653,NA
4/12/2017,16,657,NA
4/12/2017,19,660,NA
4/12/2017,22,655,651
4/13/2017,1,640,NA
4/13/2017,4,630,NA
4/13/2017,7,622,NA
4/13/2017,10,629,NA
4/13/2017,13,637,NA
4/13/2017,16,643,NA
4/13/2017,19,648,NA
4/13/2017,22,650,637
4/14/2017,1,647,NA
4/14/2017,4,641,NA
4/14/2017,7,637,NA
4/14/2017,10,645,NA
4/14/2017,13,666,NA
4/14/2017,16,681,NA
4/14/2017,19,692,NA
4/14/2017,22,690,662
4/15/2017,1,686,NA
4/15/2017,4,677,NA
4/15/2017,7,671,NA
4/15/2017,10,667,NA
4/15/2017,13,664,NA
4/15/2017,16,662,NA
4/15/2017,19,660,NA
4/15/2017,22,651,667
4/16/2017,1,637,NA
4/16/2017,4,626,NA
4/16/2017,7,620,NA
4/16/2017,10,617,NA
4/16/2017,13,623,NA
4/16/2017,16,633,NA
4/16/2017,19,649,NA
4/16/2017,22,645,631
4/17/2017,1,625,NA
4/17/2017,4,609,NA
4/17/2017,7,595,NA
4/17/2017,10,583,NA
4/17/2017,13,578,NA
4/17/2017,16,589,NA
4/17/2017,19,604,NA
4/17/2017,22,621,601
4/18/2017,1,641,NA
4/18/2017,4,663.3333333,NA
4/18/2017,7,705.6666667,NA
4/18/2017,10,745.3333333,NA
4/18/2017,13,761,NA
4/18/2017,16,772,NA
4/18/2017,19,774,NA
4/18/2017,22,760,NA
4/19/2017,1,745,NA
4/19/2017,4,739.5,NA
4/19/2017,7,736,NA
4/19/2017,10,731,NA
4/19/2017,13,729,NA
4/19/2017,16,724.5,NA
4/19/2017,19,721,NA
4/19/2017,22,716.5,NA
4/20/2017,1,712,NA
4/20/2017,4,710,NA
4/20/2017,7,708,NA
4/20/2017,10,703,NA
4/20/2017,13,707,NA
4/20/2017,16,713,NA
4/20/2017,19,720,NA
4/20/2017,22,722,712
4/21/2017,1,719,NA
4/21/2017,4,717,NA
4/21/2017,7,715,NA
4/21/2017,10,730,NA
4/21/2017,13,741,NA
4/21/2017,16,740,NA
4/21/2017,19,738,NA
4/21/2017,22,729,729
4/22/2017,1,722,NA
4/22/2017,4,715,NA
4/22/2017,7,710,NA
4/22/2017,10,714,NA
4/22/2017,13,718,NA
4/22/2017,16,715,NA
4/22/2017,19,711,NA
4/22/2017,22,702,713
4/23/2017,1,691,NA
4/23/2017,4,679,NA
4/23/2017,7,673,NA
4/23/2017,10,670,NA
4/23/2017,13,674,NA
4/23/2017,16,679,NA
4/23/2017,19,673,NA
4/23/2017,22,662,675
4/24/2017,1,652,NA
4/24/2017,4,643,NA
4/24/2017,7,635,NA
4/24/2017,10,633,NA
4/24/2017,13,644,NA
4/24/2017,16,657,NA
4/24/2017,19,665,NA
4/24/2017,22,668,650
4/25/2017,1,664,NA
4/25/2017,4,658,NA
4/25/2017,7,651,NA
4/25/2017,10,659,NA
4/25/2017,13,671,NA
4/25/2017,16,682,NA
4/25/2017,19,697,NA
4/25/2017,22,705,673
4/26/2017,1,701,NA
4/26/2017,4,693,NA
4/26/2017,7,687,NA
4/26/2017,10,694,NA
4/26/2017,13,703,NA
4/26/2017,16,709,NA
4/26/2017,19,716,NA
4/26/2017,22,719,703
4/27/2017,1,713,NA
4/27/2017,4,710,NA
4/27/2017,7,702,NA
4/27/2017,10,718,NA
4/27/2017,13,729,NA
4/27/2017,16,734,NA
4/27/2017,19,736,NA
4/27/2017,22,730,722
4/28/2017,1,722,NA
4/28/2017,4,716,NA
4/28/2017,7,713,NA
4/28/2017,10,722,NA
4/28/2017,13,736,NA
4/28/2017,16,747,NA
4/28/2017,19,755,NA
4/28/2017,22,752,733
4/29/2017,1,744,NA
4/29/2017,4,739,NA
4/29/2017,7,735,NA
4/29/2017,10,734,NA
4/29/2017,13,733,NA
4/29/2017,16,732,NA
4/29/2017,19,732,NA
4/29/2017,22,729,735
4/30/2017,1,725,NA
4/30/2017,4,720,NA
4/30/2017,7,715,NA
4/30/2017,10,705,NA
4/30/2017,13,693,NA
4/30/2017,16,683,NA
4/30/2017,19,674,NA
4/30/2017,22,665,698
5/1/2017,1,655,NA
5/1/2017,4,648,NA
5/1/2017,7,643,NA
5/1/2017,10,642,NA
5/1/2017,13,642,NA
5/1/2017,16,645,NA
5/1/2017,19,648,NA
5/1/2017,22,644,646
5/2/2017,1,638,NA
5/2/2017,4,630,NA
5/2/2017,7,625,NA
5/2/2017,10,617,NA
5/2/2017,13,605,NA
5/2/2017,16,603,NA
5/2/2017,19,601,NA
5/2/2017,22,609,616
5/3/2017,1,615,NA
5/3/2017,4,624,NA
5/3/2017,7,636,NA
5/3/2017,10,655,NA
5/3/2017,13,675,NA
5/3/2017,16,700,NA
5/3/2017,19,726,NA
5/3/2017,22,730,670
5/4/2017,1,733,NA
5/4/2017,4,736,NA
5/4/2017,7,740,NA
5/4/2017,10,747,NA
5/4/2017,13,752,NA
5/4/2017,16,761,NA
5/4/2017,19,747,NA
5/4/2017,22,734,744
5/5/2017,1,728,NA
5/5/2017,4,732,NA
5/5/2017,7,732,NA
5/5/2017,10,736,NA
5/5/2017,13,743,NA
5/5/2017,16,741,NA
5/5/2017,19,738,NA
5/5/2017,22,727,735
5/6/2017,1,722,NA
5/6/2017,4,715,NA
5/6/2017,7,704,NA
5/6/2017,10,709,NA
5/6/2017,13,717,NA
5/6/2017,16,731,NA
5/6/2017,19,725,NA
5/6/2017,22,713,717
5/7/2017,1,703,NA
5/7/2017,4,684,NA
5/7/2017,7,667,NA
5/7/2017,10,662,NA
5/7/2017,13,657,NA
5/7/2017,16,665,NA
5/7/2017,19,676,NA
5/7/2017,22,672,673
5/8/2017,1,666,NA
5/8/2017,4,661,NA
5/8/2017,7,654,NA
5/8/2017,10,649,NA
5/8/2017,13,645,NA
5/8/2017,16,656,NA
5/8/2017,19,662,NA
5/8/2017,22,662,657
5/9/2017,1,660,NA
5/9/2017,4,658,NA
5/9/2017,7,656,NA
5/9/2017,10,666,NA
5/9/2017,13,684,NA
5/9/2017,16,695,NA
5/9/2017,19,699,NA
5/9/2017,22,696,677
5/10/2017,1,690,NA
5/10/2017,4,685,NA
5/10/2017,7,679,NA
5/10/2017,10,690,NA
5/10/2017,13,708,NA
5/10/2017,16,717,NA
5/10/2017,19,722,NA
5/10/2017,22,718,701
5/11/2017,1,711,NA
5/11/2017,4,701,NA
5/11/2017,7,694,NA
5/11/2017,10,703,NA
5/11/2017,13,714,NA
5/11/2017,16,723,NA
5/11/2017,19,732,NA
5/11/2017,22,728,713
5/12/2017,1,720,NA
5/12/2017,4,713,NA
5/12/2017,7,707,NA
5/12/2017,10,712,NA
5/12/2017,13,721,NA
5/12/2017,16,725,NA
5/12/2017,19,727,NA
5/12/2017,22,718,718
5/13/2017,1,705,NA
5/13/2017,4,700,NA
5/13/2017,7,696,NA
5/13/2017,10,701,NA
5/13/2017,13,709,NA
5/13/2017,16,712,NA
5/13/2017,19,715,NA
5/13/2017,22,704,705
5/14/2017,1,695,NA
5/14/2017,4,688,NA
5/14/2017,7,682,NA
5/14/2017,10,686,NA
5/14/2017,13,692,NA
5/14/2017,16,696,NA
5/14/2017,19,698,NA
5/14/2017,22,693,691
5/15/2017,1,684,NA
5/15/2017,4,669,NA
5/15/2017,7,656,NA
5/15/2017,10,653,NA
5/15/2017,13,650,NA
5/15/2017,16,658,NA
5/15/2017,19,672,NA
5/15/2017,22,689,666
5/16/2017,1,708,NA
5/16/2017,4,730,NA
5/16/2017,7,747,NA
5/16/2017,10,765,NA
5/16/2017,13,765,NA
5/16/2017,16,755.5,NA
5/16/2017,19,747,NA
5/16/2017,22,729,NA
5/17/2017,1,714,NA
5/17/2017,4,707,NA
5/17/2017,7,700,NA
5/17/2017,10,702,NA
5/17/2017,13,706,NA
5/17/2017,16,708,NA
5/17/2017,19,708,NA
5/17/2017,22,703,706
5/18/2017,1,694,NA
5/18/2017,4,683,NA
5/18/2017,7,674,NA
5/18/2017,10,674,NA
5/18/2017,13,674,NA
5/18/2017,16,674,NA
5/18/2017,19,674,NA
5/18/2017,22,671,677
5/19/2017,1,664,NA
5/19/2017,4,662,NA
5/19/2017,7,662,NA
5/19/2017,10,670,NA
5/19/2017,13,682,NA
5/19/2017,16,690,NA
5/19/2017,19,684,NA
5/19/2017,22,680,674
5/20/2017,1,675,NA
5/20/2017,4,675,NA
5/20/2017,7,675,NA
5/20/2017,10,680,NA
5/20/2017,13,687,NA
5/20/2017,16,691,NA
5/20/2017,19,694,NA
5/20/2017,22,692,684
5/21/2017,1,688,NA
5/21/2017,4,692,NA
5/21/2017,7,698,NA
5/21/2017,10,705,NA
5/21/2017,13,709,NA
5/21/2017,16,713,NA
5/21/2017,19,718,NA
5/21/2017,22,711,704
5/22/2017,1,703,NA
5/22/2017,4,695,NA
5/22/2017,7,688,NA
5/22/2017,10,688,NA
5/22/2017,13,688,NA
5/22/2017,16,691,NA
5/22/2017,19,696,NA
5/22/2017,22,698,693
5/23/2017,1,702,NA
5/23/2017,4,710,NA
5/23/2017,7,717,NA
5/23/2017,10,723,NA
5/23/2017,13,726,NA
5/23/2017,16,736,NA
5/23/2017,19,746,NA
5/23/2017,22,752,727
5/24/2017,1,750,NA
5/24/2017,4,761,NA
5/24/2017,7,782,NA
5/24/2017,10,793.5,NA
5/24/2017,13,805,NA
5/24/2017,16,802,NA
5/24/2017,19,799,NA
5/24/2017,22,799,NA
5/25/2017,1,799,NA
5/25/2017,4,795,NA
5/25/2017,7,790,NA
5/25/2017,10,788,NA
5/25/2017,13,786,NA
5/25/2017,16,782,NA
5/25/2017,19,777,NA
5/25/2017,22,768,786
5/26/2017,1,759,NA
5/26/2017,4,748,NA
5/26/2017,7,742,NA
5/26/2017,10,737,NA
5/26/2017,13,733,NA
5/26/2017,16,730,NA
5/26/2017,19,730,NA
5/26/2017,22,730,739
5/27/2017,1,730,NA
5/27/2017,4,730,NA
5/27/2017,7,730,NA
5/27/2017,10,734,NA
5/27/2017,13,742,NA
5/27/2017,16,742,NA
5/27/2017,19,742,NA
5/27/2017,22,742,737
5/28/2017,1,742,NA
5/28/2017,4,738,NA
5/28/2017,7,730,NA
5/28/2017,10,732,NA
5/28/2017,13,736,NA
5/28/2017,16,742,NA
5/28/2017,19,742,NA
5/28/2017,22,737,737
5/29/2017,1,734,NA
5/29/2017,4,727,NA
5/29/2017,7,719,NA
5/29/2017,10,721,NA
5/29/2017,13,724,NA
5/29/2017,16,728,NA
5/29/2017,19,732,NA
5/29/2017,22,734,727
5/30/2017,1,735,NA
5/30/2017,4,741,NA
5/30/2017,7,750,NA
5/30/2017,10,763,NA
5/30/2017,13,779,NA
5/30/2017,16,784,NA
5/30/2017,19,788,NA
5/30/2017,22,783,765
5/31/2017,1,775,NA
5/31/2017,4,779,NA
5/31/2017,7,785,NA
5/31/2017,10,798,NA
5/31/2017,13,804,NA
5/31/2017,16,804,NA
5/31/2017,19,798,NA
5/31/2017,22,787,791
6/1/2017,1,780,NA
6/1/2017,4,780,NA
6/1/2017,7,780,NA
6/1/2017,10,784,NA
6/1/2017,13,792,NA
6/1/2017,16,798,NA
6/1/2017,19,803,NA
6/1/2017,22,797,789
6/2/2017,1,790,NA
6/2/2017,4,790,NA
6/2/2017,7,790,NA
6/2/2017,10,788,NA
6/2/2017,13,784,NA
6/2/2017,16,792,NA
6/2/2017,19,796,NA
