Id,MSSubClass,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
1203,50,3.912023005428146,8.699514748210191,2,1,1,1,2,1,3,3,2,5,8,84,12,2,2,16,0.0,3,3,1,0,0,884,884,2,1,2,6.784457062637643,464,0,7.206377291472252,1,0,1,0,3,1,3,5,1,1,49.0,1,216,3,0,0,208,0,0,0,0,5,2009,1,1,11.669929213779893,0,0,0
1204,20,4.31748811353631,9.185022563991893,2,1,1,1,1,1,3,3,1,7,5,9,8,2,2,15,171.0,2,3,3,0,0,1630,1630,2,1,2,7.396335293800808,0,0,7.396335293800808,0,0,2,0,3,1,2,6,1,1,9.0,2,451,1,74,234,0,0,0,0,0,10,2009,1,1,12.269047444691562,0,0,0
1205,20,4.356708826689592,9.224243277145174,2,1,1,1,1,1,3,3,1,5,6,31,31,2,2,7,0.0,3,3,2,788,0,268,1056,2,1,2,6.97914527506881,0,0,6.97914527506881,1,0,1,1,3,1,3,6,1,0,31.0,2,495,1,0,88,0,0,0,0,0,7,2006,1,1,11.941455846009388,0,0,0
1206,20,4.499809670330265,9.594513744616725,2,2,1,1,3,1,3,3,1,7,7,19,18,4,2,7,234.0,2,3,2,485,177,1496,2158,2,2,2,7.694392802629421,0,0,7.694392802629421,0,0,2,0,3,1,2,7,1,1,19.0,3,701,1,84,70,0,0,0,0,0,6,2009,1,1,12.513189630620563,0,0,0
1207,20,4.23410650459726,9.093806555720231,2,1,1,1,1,1,3,3,1,4,4,40,40,2,2,7,0.0,3,3,2,1056,0,0,1056,2,3,2,6.962243464266207,0,0,6.962243464266207,1,0,1,0,2,1,3,5,1,0,40.0,1,384,1,0,42,0,0,0,0,0,11,2006,1,1,11.580584113444043,1,0,0
1208,20,4.248495242049359,9.119868468812108,2,1,1,1,1,1,3,3,1,6,5,3,3,2,2,15,120.0,2,3,3,340,0,1342,1682,2,1,2,7.438383530044307,0,0,7.438383530044307,1,0,2,0,3,1,2,7,1,0,3.0,2,544,1,192,23,0,0,0,0,0,5,2006,1,1,12.206072645530174,0,0,0
1209,20,4.248495242049359,8.95712413640568,2,1,1,1,1,1,3,3,1,5,7,46,28,2,2,9,0.0,3,2,2,504,108,319,931,2,3,2,7.1569563646156364,0,0,7.1569563646156364,1,0,1,0,3,1,3,6,1,0,28.0,2,506,1,0,0,0,0,0,0,0,10,2008,1,1,11.84939770159144,0,0,0
1210,20,4.442651256490317,9.228376734462282,2,2,1,1,3,1,4,3,1,8,5,0,0,4,2,15,420.0,2,3,3,1220,0,440,1660,2,1,2,7.414572881350589,0,0,7.414572881350589,1,0,2,0,3,1,2,8,1,1,0.0,2,500,1,322,50,0,0,0,0,0,5,2006,4,6,12.577636201962656,0,0,0
1211,60,4.248495242049359,9.325274910068282,2,1,1,1,1,1,3,3,4,6,5,18,18,2,2,16,0.0,2,3,3,0,0,1055,1055,2,1,2,6.961296045910167,790,0,7.520234556474628,0,0,2,1,3,1,2,8,1,1,18.0,2,462,1,635,104,0,0,0,0,400,5,2010,1,1,12.14950229404178,0,0,0
1212,50,5.0238805208462765,9.403766708502243,2,2,2,1,1,2,3,3,2,8,7,22,5,2,2,16,0.0,2,3,6,427,0,132,559,2,2,2,6.984716320118266,672,0,7.468513271496337,0,0,2,0,4,1,3,8,1,0,22.0,2,492,1,325,12,0,0,0,0,0,6,2010,1,1,12.007621706806335,0,0,0
1213,30,3.912023005428146,9.142061531222888,2,1,1,1,1,1,3,3,1,4,6,68,59,4,2,9,0.0,3,3,2,344,0,328,672,2,3,2,6.51025834052315,0,0,6.51025834052315,1,0,1,0,2,1,3,4,1,0,68.0,1,234,3,0,113,0,0,0,0,0,8,2009,1,1,11.635143097694478,0,0,0
1214,80,4.23410650459726,9.234642664499148,2,2,1,1,3,1,3,3,8,4,9,41,5,2,2,15,0.0,3,2,2,648,0,0,648,2,1,2,6.866933284461882,0,0,6.866933284461882,1,1,0,0,0,1,3,3,1,0,41.0,1,364,1,88,0,0,0,0,0,0,5,2006,1,1,11.884489021402711,1,0,0
1215,85,4.23410650459726,9.230633075243945,2,2,1,1,1,1,3,3,7,5,5,44,44,2,2,9,0.0,3,3,2,784,0,141,925,2,3,2,6.906754778648554,0,0,6.906754778648554,1,0,1,0,3,1,3,6,1,0,44.0,1,300,1,150,72,0,0,0,0,0,5,2006,1,1,11.809319478024031,0,0,0
1216,20,4.59511985013459,8.867004635333567,2,2,1,1,1,1,3,3,1,5,5,41,41,2,2,15,0.0,3,3,2,180,374,340,894,2,3,2,6.795705775173514,0,0,6.795705775173514,0,0,1,0,3,1,3,5,1,0,41.0,1,384,1,0,0,0,0,0,0,0,5,2007,1,1,11.736069016284437,0,0,0
1217,90,4.219507705176107,9.097171673870545,2,1,1,1,1,1,9,3,2,6,5,32,32,2,2,15,0.0,3,3,4,0,0,0,0,2,3,2,7.183870715062453,584,0,7.550661243105336,0,0,2,0,4,2,3,8,1,0,32.0,2,539,1,0,0,0,0,0,0,0,4,2010,1,1,11.626254150277232,0,0,0
1218,20,4.276666119016055,9.064157861798101,2,1,1,1,1,1,3,3,1,8,5,0,0,2,2,6,72.0,2,3,3,936,0,364,1300,2,1,2,7.1808311990445555,0,0,7.1808311990445555,1,0,2,0,3,1,2,6,1,0,0.0,2,552,1,135,112,0,0,0,0,0,9,2009,4,6,12.343466568968994,0,0,0
1219,50,3.9512437185814275,8.738735461363474,2,1,1,1,1,1,3,3,2,4,5,59,56,2,2,1,0.0,3,3,4,0,0,0,0,2,2,1,6.51025834052315,240,0,6.815639990074331,0,0,1,0,2,1,3,3,1,0,26.0,0,0,3,0,0,0,0,0,0,0,7,2006,1,1,11.296012463406655,0,0,1
1220,160,3.044522437723423,7.426549072397305,2,1,1,1,1,1,3,3,4,6,5,35,35,2,2,6,236.0,3,3,2,0,0,672,672,2,3,2,6.51025834052315,546,0,7.1049654482698426,0,0,1,1,3,1,3,7,1,0,26.0,0,0,3,201,0,0,0,0,0,0,4,2006,1,2,11.424094251263613,0,0,1
1221,20,4.189654742026425,8.961879012677683,2,2,1,1,1,1,3,3,1,5,5,42,42,2,2,16,0.0,3,3,2,312,600,0,912,2,3,2,6.815639990074331,0,0,6.815639990074331,0,0,1,0,2,1,3,5,1,0,42.0,1,288,1,0,0,0,0,0,0,0,11,2006,1,2,11.652687407345388,0,0,0
1222,20,4.007333185232471,9.017968479328726,2,1,1,1,1,1,2,3,1,5,5,40,40,4,2,7,0.0,3,3,2,250,492,210,952,2,1,2,7.099201743553092,0,0,7.099201743553092,0,0,1,0,3,1,3,5,1,1,40.0,1,322,1,0,63,0,0,0,0,0,8,2008,1,1,11.805595078933049,0,0,0
1223,50,4.356708826689592,9.25874951118387,2,1,1,1,1,1,1,3,2,6,6,58,57,2,2,16,320.0,3,3,2,196,0,844,1040,2,1,2,7.0630481633881725,678,0,7.520776415062797,0,0,2,0,3,1,3,7,1,1,58.0,1,315,1,0,0,0,0,0,0,0,1,2007,1,1,11.870599909242044,0,0,0
1224,20,4.48863636973214,9.276128112514186,2,1,1,1,1,1,3,3,1,5,3,55,55,4,2,16,44.0,3,3,2,756,0,1380,2136,2,3,1,7.666690200080086,0,0,7.666690200080086,0,0,2,0,4,1,3,7,4,0,55.0,2,528,1,0,30,0,0,0,0,0,10,2006,1,1,11.834284063781393,0,0,0
1225,60,4.0943445622221,9.641083287268616,2,2,1,1,1,1,5,3,4,7,5,4,3,2,2,15,0.0,2,3,3,724,0,64,788,2,1,2,6.669498089857879,702,0,7.306531398939505,1,0,2,1,3,1,2,8,1,1,4.0,2,388,1,100,75,0,0,0,0,0,2,2008,1,1,12.122691036591123,0,0,0
1226,80,4.174387269895637,9.257414779362112,2,1,1,1,1,1,3,3,8,6,8,49,49,4,2,15,63.0,3,2,2,507,0,81,588,2,1,2,7.037027614686276,0,0,7.037027614686276,0,1,1,0,3,1,3,6,1,0,49.0,1,264,1,224,0,0,0,0,0,0,6,2007,1,1,11.884489021402711,0,0,0
1227,60,4.454347296253507,9.588639812011577,2,2,1,1,3,1,2,3,4,6,5,1,1,2,2,15,74.0,2,3,3,0,0,894,894,2,1,2,6.795705775173514,1039,0,7.566828479208331,0,0,2,1,4,1,2,9,1,1,1.0,3,668,1,100,18,0,0,0,0,0,1,2008,1,1,12.273731294003989,0,0,0
1228,20,4.276666119016055,9.090655529030203,2,1,1,1,2,1,3,3,1,5,8,43,0,2,2,15,300.0,3,3,2,595,0,317,912,2,1,2,6.815639990074331,0,0,6.815639990074331,1,0,1,0,2,1,2,5,1,0,16.0,2,576,1,0,240,0,0,0,0,0,12,2008,1,1,11.898187865760873,0,0,0
1229,120,4.174387269895637,9.078978053779355,2,1,1,1,2,1,3,3,1,9,5,0,0,4,2,9,766.0,1,3,3,1540,0,162,1702,2,1,2,7.43955930913332,0,0,7.43955930913332,1,0,1,1,1,1,1,7,1,1,0.0,3,1052,1,0,72,0,0,224,0,0,10,2008,4,6,12.813917896253697,0,0,0
1230,80,4.248495242049359,8.9758830607617,2,1,1,1,1,1,3,3,8,5,5,48,48,4,2,4,0.0,3,3,2,666,0,409,1075,2,2,2,7.317876198626496,0,0,7.317876198626496,0,0,2,0,4,1,3,7,5,0,48.0,1,404,1,0,0,0,0,0,0,0,8,2008,1,1,11.751942365440728,0,0,0
1231,90,4.23410650459726,9.846387960495555,2,2,1,1,1,1,2,9,2,5,5,30,30,6,2,11,1.0,3,3,2,498,211,652,1361,2,1,2,7.215975002651466,1259,0,7.8709295967551425,0,0,2,2,4,2,3,12,1,1,30.0,2,600,3,155,24,145,0,0,0,8300,8,2007,1,1,12.154779351142624,1,0,0
1232,90,4.248495242049359,8.952605375892354,2,1,1,1,1,1,3,3,8,5,6,44,44,4,2,16,120.0,3,3,2,803,0,303,1106,2,3,2,7.081708586105575,0,0,7.081708586105575,1,0,1,0,3,1,3,6,1,0,44.0,2,540,1,0,18,0,0,0,0,0,5,2006,1,1,11.794337924408413,0,0,0
1233,90,4.248495242049359,9.194414221425923,2,1,1,1,4,1,3,3,1,4,5,45,45,2,2,7,0.0,3,3,4,0,0,0,0,2,3,2,7.1098794630722715,0,0,7.1098794630722715,0,0,2,0,2,2,3,6,1,0,45.0,2,462,1,0,0,0,0,0,0,0,3,2007,1,1,11.53076538309856,0,0,0
1234,20,4.23410650459726,9.405907155520158,2,2,1,1,1,1,3,3,1,5,5,51,51,4,2,11,180.0,3,3,2,1000,0,188,1188,2,4,2,7.080026499922591,0,0,7.080026499922591,1,0,1,0,3,1,3,6,1,0,51.0,2,531,1,0,0,0,0,0,0,0,5,2010,5,2,11.863582336583399,1,0,0
1235,70,4.007333185232471,9.050758302151717,2,1,2,1,1,1,3,3,4,5,6,97,58,2,2,9,0.0,3,3,3,0,0,940,940,2,3,1,6.931471805599453,940,0,7.582738488914411,0,0,1,1,4,1,3,7,1,0,28.0,0,0,3,0,192,0,0,0,0,0,11,2008,1,2,11.77528972943772,0,0,1
1236,70,4.564348191467836,9.482807278621483,2,1,1,1,1,1,3,3,4,5,5,92,56,2,2,16,0.0,3,3,1,0,0,747,747,2,2,2,6.79346613258001,892,0,7.486613313139955,0,0,1,1,4,1,3,9,1,0,92.0,1,180,3,203,40,0,0,0,0,0,7,2006,1,1,11.841415931849784,0,0,0
1237,160,3.58351893845611,7.873978379604501,2,1,1,1,1,1,3,3,4,7,5,7,7,2,2,15,106.0,2,3,3,0,0,764,764,2,1,2,6.638567789166521,862,0,7.3938782901077555,0,0,2,1,2,1,2,6,1,0,7.0,2,474,1,0,27,0,0,0,0,0,6,2010,1,1,12.075394321888057,0,0,0
1238,60,3.713572066704308,9.424887076064874,2,3,1,1,4,1,3,3,4,7,5,2,1,2,2,15,0.0,2,3,3,0,0,847,847,2,1,2,6.741700694652055,1101,0,7.5745584842024805,0,0,2,1,4,1,2,8,1,1,2.0,2,434,1,100,48,0,0,0,0,0,9,2006,1,1,12.180754837545884,0,0,0
1239,20,4.143134726391533,9.478227817099784,2,1,1,1,1,1,9,3,1,6,5,1,1,2,2,15,0.0,2,3,3,0,0,1141,1141,2,1,2,7.039660349862076,0,0,7.039660349862076,0,0,1,1,3,1,3,6,1,0,1.0,2,484,1,0,0,0,0,0,0,0,3,2006,1,2,11.867097278690842,0,0,0
1240,20,4.1588830833596715,9.109082539901955,2,2,3,1,1,1,3,3,1,8,5,1,1,4,2,15,32.0,2,3,3,428,0,1048,1476,2,1,2,7.302496423727326,0,0,7.302496423727326,0,0,2,0,2,1,1,6,1,1,1.0,2,472,1,120,33,0,0,0,0,0,12,2007,1,1,12.490875577231112,0,0,0
1241,60,4.174387269895637,9.006754319877503,2,1,1,1,1,1,3,3,4,7,5,5,5,2,2,15,252.0,2,3,3,550,0,334,884,2,1,2,6.784457062637643,884,0,7.477604243197589,1,0,2,1,3,1,2,8,1,0,5.0,2,543,1,0,63,0,0,0,0,0,7,2008,1,1,12.323411137947407,0,0,0
1242,20,4.418840607796598,9.195125206169703,2,1,1,1,1,1,3,3,1,7,6,0,0,4,2,15,0.0,2,3,3,0,0,1689,1689,2,1,2,7.4318919168078,0,0,7.4318919168078,0,0,2,0,3,1,2,7,1,0,0.0,3,954,1,0,56,0,0,0,0,0,6,2007,4,6,12.422505731952896,0,0,0
1243,85,4.442651256490317,9.270964993792617,2,1,1,1,1,1,3,3,7,7,6,36,36,2,2,11,81.0,3,3,2,885,168,0,1053,2,3,2,7.067319848653476,0,0,7.067319848653476,1,0,2,0,3,1,2,6,1,2,36.0,2,528,1,0,120,0,0,0,0,0,1,2010,1,5,12.043553716032399,0,0,0
1244,20,4.672828834461906,9.53899642739739,2,1,1,1,1,1,3,3,1,10,5,0,0,2,2,15,0.0,1,3,3,1386,0,690,2076,2,1,2,7.638198244285779,0,0,7.638198244285779,1,0,2,1,2,1,1,7,1,1,0.0,3,850,1,216,229,0,0,0,0,0,9,2006,4,6,13.049792684569493,0,1,0
1245,70,4.23410650459726,9.344434106456882,2,2,3,1,2,2,3,3,4,8,7,77,56,2,2,4,0.0,3,3,3,0,0,792,792,2,4,2,6.674561391814426,725,0,7.324489979348532,0,0,1,0,3,1,2,7,1,2,75.0,2,400,1,0,0,0,0,0,0,0,6,2006,1,1,12.345834587905333,1,0,0
1246,80,4.356708826689592,9.400133943608838,2,1,1,1,1,1,3,3,8,6,7,23,4,4,2,15,74.0,3,3,2,0,0,585,585,2,1,2,7.038783541388542,728,0,7.532623618788788,0,0,3,1,3,1,3,7,1,1,23.0,2,477,1,268,112,0,0,147,0,0,1,2007,1,2,12.089538829274222,0,0,0
1247,60,4.174387269895637,9.002701007197938,2,1,1,1,1,1,3,3,4,7,5,1,0,2,2,15,0.0,2,3,3,0,0,756,756,2,1,2,6.628041376179533,797,0,7.347943823148687,0,0,2,1,3,1,2,6,1,0,1.0,2,615,1,0,45,0,0,0,0,0,3,2006,4,6,12.136186518066006,0,0,0
1248,80,4.23410650459726,9.419628376999952,2,2,1,1,1,1,3,3,8,6,5,34,34,2,2,7,335.0,3,3,2,539,0,473,1012,2,3,2,6.9411900550683745,0,0,6.9411900550683745,1,0,1,0,3,1,3,6,1,0,34.0,3,888,1,0,0,0,0,0,0,0,5,2010,1,1,12.042965307660024,1,0,0
1249,75,4.0943445622221,9.169518377455928,2,1,1,1,1,1,3,3,6,6,5,91,58,2,2,1,0.0,3,3,1,319,0,416,735,5,4,1,7.033506484287697,924,0,7.629489916393995,0,0,1,1,3,1,3,8,1,1,58.0,2,396,2,0,0,259,0,0,0,0,4,2008,1,1,11.771436160121729,0,0,0
1250,20,4.0943445622221,8.881836305004146,2,1,1,1,1,1,3,3,1,5,7,57,57,2,2,9,0.0,3,3,2,534,96,246,876,2,3,2,6.895682697747868,0,0,6.895682697747868,0,0,1,0,3,1,3,6,1,0,57.0,1,276,1,0,80,0,0,0,0,0,5,2007,1,1,11.686878772093667,0,0,0
1251,20,4.532599493153256,9.320091235935301,2,1,1,1,2,1,3,3,1,7,5,42,42,4,2,4,0.0,2,3,2,1065,0,1045,2110,2,1,2,7.6544432264701125,0,0,7.6544432264701125,1,0,2,1,3,1,1,8,1,2,42.0,2,522,1,0,0,0,0,0,0,0,4,2010,1,1,12.404923504275338,0,0,0
1252,120,4.23410650459726,8.0507033814703,2,2,1,1,2,1,3,3,1,7,5,3,3,2,2,15,163.0,2,3,3,0,0,1405,1405,2,1,2,7.247792581767846,0,0,7.247792581767846,0,0,2,0,2,1,2,6,1,1,3.0,2,478,1,148,36,0,0,0,0,0,3,2006,1,1,12.053795210084596,1,0,0
1253,20,4.127134385045092,9.196038587265322,2,1,1,1,1,1,3,3,1,5,6,41,41,2,2,7,0.0,3,3,2,510,0,354,864,2,3,2,6.773080375655535,0,0,6.773080375655535,1,0,1,0,3,1,3,5,1,0,41.0,1,288,1,33,0,0,0,0,0,600,11,2009,1,1,11.77528972943772,0,0,0
1254,60,4.23410650459726,9.772353284511327,2,2,1,1,1,1,3,3,4,7,7,33,4,2,2,16,0.0,2,3,2,125,1031,36,1192,2,3,2,7.323830566202317,651,0,7.681099001536359,1,0,2,1,3,1,2,9,1,2,33.0,2,518,1,220,47,0,0,0,0,0,7,2007,1,1,12.591335046320818,1,0,0
1255,60,4.0943445622221,8.843759381917984,2,1,1,1,1,1,3,3,4,7,5,5,4,2,2,15,92.0,2,3,3,0,0,746,746,2,1,2,6.633318433280377,896,0,7.412160334945205,0,0,2,1,3,1,2,7,1,1,5.0,2,397,1,178,128,0,0,0,0,0,7,2008,1,1,12.016122061571728,0,0,0
1256,50,3.9512437185814275,8.738735461363474,2,1,1,1,1,1,3,3,2,6,6,76,57,2,2,16,0.0,3,3,1,425,0,459,884,2,3,2,6.8658910748834385,408,0,7.220373836723949,0,0,1,0,3,1,3,6,1,1,29.0,1,560,1,0,0,0,0,120,0,0,11,2007,1,1,11.755871643580617,0,0,0
1257,20,4.51085950651685,9.5682245844549,2,2,1,1,2,1,3,3,1,8,5,14,14,4,2,7,554.0,2,3,3,1314,0,672,1986,2,1,2,7.594381242551817,0,0,7.594381242551817,1,0,2,0,2,1,2,7,1,1,14.0,2,691,1,262,36,0,0,0,0,0,8,2008,1,1,12.616525295149378,0,0,0
1258,30,4.02535169073515,8.308938252595778,2,1,1,1,2,1,2,3,1,5,8,87,59,2,2,16,0.0,3,3,3,0,0,864,864,2,1,2,6.761572768804055,0,0,6.761572768804055,0,0,1,0,2,1,3,4,1,0,29.0,0,0,1,0,96,0,0,0,0,0,7,2009,1,1,11.511924964636645,0,0,1
1259,80,4.07753744390572,9.168163293076997,2,2,1,1,1,1,3,3,8,7,5,3,3,2,2,15,182.0,2,3,3,655,0,201,856,2,1,2,7.061334366910438,0,0,7.061334366910438,1,0,2,0,2,1,2,5,1,0,3.0,2,400,1,212,0,0,0,0,0,0,7,2008,1,1,12.154779351142624,0,0,0
1260,20,4.174387269895637,9.185022563991893,2,1,1,1,4,1,3,3,1,6,8,39,39,2,2,7,0.0,3,3,2,602,438,14,1054,2,2,2,6.960347729101308,0,0,6.960347729101308,1,0,1,1,3,1,3,6,1,0,39.0,2,460,1,180,0,0,0,80,0,0,7,2008,1,1,11.925035115797062,0,0,0
1261,60,4.23410650459726,10.11382951201313,2,4,1,1,3,1,5,3,4,6,5,10,10,2,2,15,0.0,3,3,3,0,0,841,841,2,1,2,6.79346613258001,783,0,7.423568444259167,0,0,2,1,3,1,3,7,1,1,10.0,2,502,1,0,103,0,0,0,0,0,6,2009,1,1,12.106252310247962,1,0,0
1262,20,4.382026634673881,9.169518377455928,2,1,1,1,1,1,3,3,1,5,6,53,53,4,2,9,0.0,3,3,2,504,0,546,1050,2,2,2,6.956545443151569,0,0,6.956545443151569,0,0,1,0,2,1,3,5,1,0,53.0,1,338,1,0,0,0,0,0,0,0,6,2009,1,1,11.766792188927278,0,0,0
1263,50,4.23410650459726,9.328123407632566,2,1,1,1,1,1,3,3,2,4,5,52,20,2,2,16,0.0,3,3,2,0,0,1104,1104,2,1,2,7.00669522683704,684,0,7.488852955733459,1,0,1,0,5,1,3,8,3,2,52.0,1,304,1,120,0,0,0,0,0,0,11,2009,1,1,11.992260421644849,1,0,0
1264,70,4.0943445622221,9.511555458710548,2,1,1,1,1,1,3,3,4,6,6,88,57,3,2,16,0.0,3,3,3,0,0,764,764,2,1,2,6.966024187106113,764,0,7.508787170634276,0,0,1,0,3,1,3,8,1,1,67.0,2,520,3,0,0,126,0,0,0,0,7,2007,1,1,12.103486056755072,0,0,0
1265,120,3.5263605246161616,8.308938252595778,2,1,1,1,1,1,3,3,1,6,5,10,9,2,2,9,0.0,2,3,3,266,0,1139,1405,2,1,2,7.198183577101943,0,0,7.198183577101943,1,0,2,0,2,1,2,5,1,0,10.0,2,511,1,144,68,0,0,0,0,0,8,2008,5,2,12.106252310247962,0,0,0
1266,160,3.5553480614894135,8.225503097566918,2,1,1,1,5,1,3,3,4,7,5,7,7,4,2,9,218.0,2,3,3,450,0,241,691,2,1,2,6.569481420414296,739,0,7.280697195384741,1,0,2,1,3,1,2,6,1,0,7.0,2,506,1,0,34,0,0,0,0,0,3,2006,1,1,12.122147410592412,0,0,0
1267,190,4.0943445622221,9.222268942841456,2,2,2,1,1,1,2,3,6,7,4,97,57,4,2,16,0.0,4,3,2,0,0,925,925,2,3,1,6.871091294610546,925,0,7.543802867501509,0,0,1,1,4,2,3,9,1,1,47.0,1,308,3,0,0,264,0,0,0,0,1,2007,1,1,11.711776323715394,0,0,0
1268,20,4.48863636973214,9.48903215258983,2,2,3,1,1,1,3,3,1,9,5,2,1,4,2,14,0.0,1,3,3,0,0,2002,2002,2,1,2,7.609862200913554,0,0,7.609862200913554,0,0,2,0,3,1,1,10,1,1,1.0,3,746,1,144,76,0,0,0,0,0,5,2010,1,1,12.84397135185964,0,0,0
1269,50,4.23410650459726,9.55393007636626,2,2,1,1,1,2,3,3,2,8,9,73,11,2,2,14,632.0,3,2,2,192,0,536,728,2,1,2,7.584773077612199,1479,0,8.145259566516865,0,0,3,1,4,1,2,11,1,2,26.0,3,1014,1,314,12,0,0,0,0,0,5,2008,1,1,12.850554654108839,1,0,0
1270,50,4.356708826689592,9.336444248771908,2,1,1,1,1,1,2,3,2,5,5,49,49,2,2,9,180.0,3,3,2,460,0,414,874,3,3,2,6.773080375655535,650,0,7.329093736246592,0,0,1,1,3,1,3,7,1,0,49.0,1,315,1,0,0,0,0,0,0,0,7,2007,1,1,11.877568578558138,0,0,0
1271,40,4.23410650459726,10.068790104160488,2,1,4,1,1,3,3,3,1,7,6,31,31,6,7,11,0.0,2,3,3,1258,0,74,1332,2,3,2,7.194436851100335,192,0,7.329093736246592,2,0,0,1,0,1,2,4,1,1,31.0,2,586,1,268,0,0,0,0,0,0,4,2010,1,1,12.468436909997665,1,0,0
1272,20,4.23410650459726,9.122164681072457,2,2,1,1,1,1,6,3,1,6,7,41,41,4,2,4,0.0,3,3,2,0,0,1489,1489,2,2,2,7.305860032684009,0,0,7.305860032684009,0,0,2,0,3,1,2,7,1,1,41.0,2,462,1,0,0,0,0,0,0,0,8,2009,1,1,12.132156962580005,1,0,0
1273,20,4.23410650459726,9.512369038134885,2,2,1,1,3,1,3,3,1,5,6,41,41,4,2,7,114.0,3,3,2,560,375,0,935,2,3,2,6.840546529288687,0,0,6.840546529288687,1,0,1,0,3,1,3,5,1,0,41.0,1,288,1,180,0,0,0,0,0,0,11,2006,1,1,11.827736204810263,1,0,0
1274,80,4.820281565605037,9.351145248567203,2,2,1,1,2,1,3,3,8,6,7,49,2,2,2,11,84.0,3,3,2,719,0,300,1019,2,2,2,7.213031659834869,0,0,7.213031659834869,1,0,1,0,2,1,1,5,1,1,49.0,1,312,1,0,0,0,0,163,0,0,5,2008,1,1,12.083905011555967,0,0,0
1275,50,3.970291913552122,8.587092318795905,2,1,1,1,2,1,3,3,2,5,6,97,4,2,2,16,0.0,3,3,3,0,0,661,661,2,1,2,6.493753839851686,589,0,7.1308988302963465,0,0,2,0,3,1,3,8,1,1,22.0,2,552,1,242,0,81,0,0,0,0,11,2007,1,1,11.842229212112828,0,0,0
1276,90,4.553876891600541,9.336532397213942,2,1,1,1,2,1,2,3,4,5,5,59,57,2,5,1,567.0,3,3,2,220,0,708,928,2,2,2,6.833031732786201,992,0,7.560080465021827,0,0,2,0,4,2,3,10,1,0,59.0,2,400,1,0,0,0,0,0,0,0,7,2007,1,1,11.827736204810263,0,0,0
1277,60,4.23410650459726,9.467769401256943,2,2,1,1,3,1,3,3,4,6,6,37,37,2,2,7,0.0,3,3,2,593,0,130,723,2,3,2,6.5998704992128365,660,0,7.240649694255466,0,1,1,1,3,1,3,6,1,1,37.0,2,497,1,294,116,0,0,0,0,0,12,2009,1,1,11.99535161421452,1,0,0
1278,80,4.23410650459726,9.790934566296798,2,2,1,1,3,1,3,3,8,6,5,42,33,2,2,7,359.0,3,3,2,528,0,1152,1680,2,4,2,7.452402451223638,0,0,7.452402451223638,1,0,1,1,3,1,3,7,1,1,42.0,2,480,1,0,0,0,0,0,0,0,6,2009,1,1,12.195517131590657,1,0,0
1279,60,4.31748811353631,9.156200925875535,2,1,1,1,1,1,3,3,4,8,5,6,6,2,2,15,0.0,2,3,3,804,0,324,1128,2,1,2,7.028201432058005,903,0,7.616283561580385,1,0,2,1,3,1,2,7,1,1,6.0,2,577,1,0,211,0,0,0,0,0,3,2008,1,1,12.375815420117268,0,1,0
1280,50,4.0943445622221,8.922658299524402,2,1,1,1,1,1,3,3,2,4,4,90,60,2,2,9,0.0,3,2,2,0,0,698,698,2,3,2,6.548219102762372,430,0,7.028201432058005,0,0,1,0,2,1,3,6,1,0,30.0,2,528,1,30,0,164,0,0,0,0,4,2010,5,2,11.133128103610641,0,0,0
1281,20,4.204692619390966,9.190953658175992,2,2,1,1,1,1,3,3,1,7,5,7,7,2,2,15,110.0,2,3,3,788,0,785,1573,2,1,2,7.360739903058278,0,0,7.360739903058278,1,0,2,0,3,1,2,6,1,0,7.0,2,544,1,0,72,0,0,0,0,0,3,2009,1,1,12.332705296463539,0,0,0
1282,20,3.912023005428146,8.993303139093733,2,2,1,1,3,1,3,3,1,7,5,16,16,4,2,7,54.0,3,3,2,1053,0,256,1309,2,3,2,7.199678345691172,0,0,7.199678345691172,1,0,2,0,2,1,3,6,1,1,16.0,2,484,1,0,58,0,0,90,0,0,7,2006,1,1,12.100712129872347,0,0,0
1283,20,4.110873864173311,9.082507000466299,2,2,1,1,1,1,3,3,1,5,7,32,1,2,2,7,0.0,3,3,2,532,144,364,1040,2,3,2,6.946975992135418,0,0,6.946975992135418,0,0,2,0,3,1,2,5,1,0,32.0,2,484,1,0,0,0,0,288,0,0,9,2009,1,1,11.921718363171067,0,0,0
1284,90,4.543294782270004,9.148464968258095,2,1,4,1,2,1,3,3,4,6,5,39,39,5,2,9,0.0,3,3,2,0,0,912,912,2,3,2,6.815639990074331,912,0,7.508787170634276,0,0,2,2,4,2,3,8,1,0,30.0,0,0,1,128,0,0,0,0,0,0,4,2010,1,1,11.842229212112828,0,0,1
